Index,Arrival_Time,Creation_Time,x,y,z
332365,1425047987327,559168382961613,-9.922501,-0.4628601,-0.34596252
332366,1425047987332,559168387874943,-9.908218,-0.4223938,-0.2816925
332367,1425047987337,559168392818790,-9.889175,-0.47714233,-0.34596252
332368,1425047987341,559168397762638,-9.898697,-0.4057312,-0.33406067
332369,1425047987347,559168402675968,-9.903458,-0.43667603,-0.33644104
332370,1425047987351,559168407619816,-9.898697,-0.45809937,-0.2983551
332371,1425047987357,559168412563663,-9.884415,-0.4795227,-0.36738586
332372,1425047987361,559168417476993,-9.903458,-0.45333862,-0.30311584
332373,1425047987367,559168422420841,-9.882034,-0.4390564,-0.21742249
332374,1425047987371,559168427334171,-9.9153595,-0.46762085,-0.37452698
332375,1425047987376,559168432278019,-9.877274,-0.45809937,-0.3150177
332376,1425047987381,559168437221866,-9.891556,-0.45095825,-0.28645325
332377,1425047987386,559168442135197,-9.912979,-0.4890442,-0.35786438
332378,1425047987391,559168447079044,-9.893936,-0.44381714,-0.3150177
332379,1425047987396,559168451992374,-9.912979,-0.4723816,-0.34358215
332380,1425047987401,559168456936222,-9.932022,-0.4723816,-0.2983551
332381,1425047987406,559168461880070,-9.891556,-0.48666382,-0.4149933
332382,1425047987411,559168466793400,-9.893936,-0.455719,-0.34120178
332383,1425047987416,559168471737247,-9.91774,-0.49380493,-0.31025696
332384,1425047987420,559168476650577,-9.905838,-0.4795227,-0.35310364
332385,1425047987426,559168481594425,-9.953445,-0.47476196,-0.37690735
332386,1425047987430,559168486538273,-9.891556,-0.49380493,-0.3221588
332387,1425047987435,559168491482120,-9.896317,-0.4961853,-0.34358215
332388,1425047987440,559168496395450,-9.927261,-0.4890442,-0.31739807
332389,1425047987445,559168501339298,-9.934402,-0.46524048,-0.38404846
332390,1425047987451,559168506252628,-9.960587,-0.42715454,-0.28883362
332391,1425047987455,559168511196476,-9.927261,-0.4628601,-0.32453918
