Index,Arrival_Time,Creation_Time,x,y,z
0,1425035017225,2543578382.75,-0.07257423782348632,-0.0143652099609375,-9.712527947235108
1,1425035017232,2543588241.75,0.0020949264526367185,-0.01601122360229492,-9.893739085388184
2,1425035017253,2543598098.75,-0.04219780426025391,-0.023792378997802732,-9.8311905670166
3,1425035017253,2543607955.75,-0.03067570877075195,-0.02977788314819336,-9.844508313751216
4,1425035017257,2543617819.75,-0.04399345550537109,-0.029927520751953124,-9.852738381958007
5,1425035017268,2543627667.75,-0.02558803024291992,-0.01331774673461914,-9.845855052185058
6,1425035017277,2543637525.75,-0.024390929412841794,-0.019003975677490233,-9.848997441864018
7,1425035017287,2543647388.75,-0.04967968444824218,-0.001496376037597656,-9.86411083984375
8,1425035017297,2543657239.75,-0.025438392639160156,-0.013467384338378905,-9.839121360015865
9,1425035017307,2543667106.75,-0.043544542694091797,-0.007032967376708984,-9.839270997619629
10,1425035017318,2543676962.75,-0.027682956695556638,-0.015412673187255858,-9.835978970336914
11,1425035017333,2543686811.75,-0.040402153015136714,-0.02498947982788086,-9.874735109710697
12,1425035017336,2543696671.75,-0.03366846084594726,-0.01571194839477539,-9.837176071166992
13,1425035017346,2543706534.75,-0.03486556167602539,-0.02858078231811523,-9.85782606048584
14,1425035017356,2543716385.75,-0.029628245544433593,-0.014664485168457031,-9.85692823486328
15,1425035017366,2543726241.75,-0.030974983978271482,-0.027234043884277342,-9.846004689788822
16,1425035017375,2543736106.75,-0.029927520751953124,-0.008828618621826172,-9.862315188598632
17,1425035017386,2543745954.75,-0.03202244720458984,-0.018255787658691406,-9.857975698089604
18,1425035017395,2543755810.75,-0.044592005920410155,-0.016460136413574217,-9.865607215881347
19,1425035017413,2543765674.75,-0.02798223190307617,-0.018255787658691406,-9.843161575317382
20,1425035017415,2543775525.75,-0.04219780426025391,-0.013467384338378905,-9.85438439559937
21,1425035017425,2543785382.75,-0.03202244720458984,-0.013916297149658202,-9.846303964996332
22,1425035017437,2543795224.75,-0.03995324020385742,-0.015113397979736327,-9.853336932373047
23,1425035017445,2543805096.75,-0.02528875503540039,-0.029328970336914062,-9.861716638183593
24,1425035017455,2543814953.75,-0.03232172241210937,-0.02259527816772461,-9.86351228942871
25,1425035017465,2543824792.75,-0.03336918563842773,-0.011222820281982421,-9.856479322051998
26,1425035017473,2543834665.75,-0.023044190979003905,-0.01631049880981445,-9.844209038543704
27,1425035017493,2543844526.75,-0.012419921112060545,-0.023044190979003905,-9.847949978637695
28,1425035017495,2543854368.75,-0.03725976333618164,-0.029927520751953124,-9.845705414581294
29,1425035017505,2543864241.75,-0.03277063522338867,-0.02289455337524414,-9.866056128692621
30,1425035017514,2543874105.75,-0.037708676147460936,-0.017208324432373044,-9.855431858825684
31,1425035017525,2543883943.75,-0.04683656997680664,-0.014514847564697266,-9.866505041503906
32,1425035017533,2543893809.75,-0.03800795135498047,-0.006883329772949218,-9.85094273071289
33,1425035017543,2543903665.75,-0.04997895965576172,0.0016460136413574218,-9.843610488128666
34,1425035017554,2543913511.75,-0.047584757995605464,-0.03037643356323242,-9.847650703430174
35,1425035017572,2543923380.75,-0.03486556167602539,-0.020201076507568357,-9.865607215881347
36,1425035017573,2543933237.75,-0.022146365356445312,0.00029927520751953123,-9.85124200592041
37,1425035017584,2543943094.75,-0.042945992279052735,-0.014065934753417967,-9.843909763336177
38,1425035017593,2543952951.75,-0.03396773605346679,-0.008678981018066407,-9.876231485748287
39,1425035017602,2543962793.75,-0.04369418029785156,-0.012120645904541014,-9.850044905090332
40,1425035017612,2543972657.75,-0.026485855865478514,-0.02454056701660156,-9.866205766296385
41,1425035017622,2543982523.75,-0.023792378997802732,-0.02977788314819336,-9.865756853485111
42,1425035017631,2543992393.75,-0.038756139373779294,-0.024690204620361325,-9.857676422882076
43,1425035017651,2544002239.75,-0.04683656997680664,-0.020350714111328123,-9.86186627578735
44,1425035017652,2544012097.75,-0.02798223190307617,-0.00613514175415039,-9.8572275100708
45,1425035017662,2544021955.75,-0.0326209976196289,-0.015861585998535155,-9.836128607940669
46,1425035017673,2544031813.75,-0.012719196319580078,-0.01631049880981445,-9.863362651824955
47,1425035017681,2544041670.75,-0.03920505218505859,-0.02977788314819336,-9.849296717071528
48,1425035017692,2544051536.75,-0.0522235237121582,-0.027533319091796873,-9.859023161315918
49,1425035017701,2544061385.75,-0.03007715835571289,-0.031872809600830075,-9.862315188598632
50,1425035017711,2544071244.75,-0.020201076507568357,-0.016160861206054686,-9.85318729476929
51,1425035017732,2544081107.75,-0.04578910675048828,-0.007481880187988281,-9.854982946014408
52,1425035017733,2544090960.75,-0.03591302490234375,-0.014215572357177733,-9.850793093109134
53,1425035017741,2544100822.75,-0.04129997863769531,-0.018704700469970702,-9.843610488128666
54,1425035017750,2544110678.75,-0.04129997863769531,-0.019901801300048826,-9.851092368316646
55,1425035017760,2544120532.75,-0.020500351715087888,-0.011372457885742187,-9.849745629882811
